id,SUBURB,BOX-CODE,STR-CODE,AREA
13253,OR TAMBO INT AIRPORT,1627,,KEMPTON PARK
13254,OR TAMBO INT LUGHAWE,1627,,KEMPTON PARK
13255,ORANGE FARM,1805,1841,ORANGE FARM
13256,ORANGE FARM EXT 1,1805,1841,ORANGE FARM
13257,ORANGE FARM UIT 1,1805,1841,ORANGE FARM
13258,ORANGE FARM EXT 10,1805,1841,ORANGE FARM
13259,ORANGE FARM UIT 10,1805,1841,ORANGE FARM
13260,ORANGE FARM EXT 10A,1805,1841,ORANGE FARM
13261,ORANGE FARM UIT 10A,1805,1841,ORANGE FARM
13262,ORANGE FARM EXT 2,1805,1841,ORANGE FARM
13263,ORANGE FARM UIT 2,1805,1841,ORANGE FARM
13264,ORANGE FARM EXT 3,1805,1841,ORANGE FARM
13265,ORANGE FARM UIT 3,1805,1841,ORANGE FARM
13266,ORANGE FARM EXT 4,1805,1841,ORANGE FARM
13267,ORANGE FARM UIT 4,1805,1841,ORANGE FARM
13268,ORANGE FARM EXT 5,1805,1841,ORANGE FARM
13269,ORANGE FARM UIT 5,1805,1841,ORANGE FARM
13270,ORANGE FARM EXT 6,1805,1841,ORANGE FARM
13271,ORANGE FARM UIT 6,1805,1841,ORANGE FARM
13272,ORANGE FARM EXT 6A,1805,1841,ORANGE FARM
13273,ORANGE FARM UIT 6A,1805,1841,ORANGE FARM
13274,ORANGE FARM EXT 6B,1805,1841,ORANGE FARM
13275,ORANGE FARM UIT 6B,1805,1841,ORANGE FARM
13276,ORANGE FARM EXT 7,1805,1841,ORANGE FARM
13277,ORANGE FARM UIT 7,1805,1841,ORANGE FARM
13278,ORANGE FARM EXT 7A,1805,1841,ORANGE FARM
13279,ORANGE FARM UIT 7A,1805,1841,ORANGE FARM
13280,ORANGE FARM EXT 7B,1805,1841,ORANGE FARM
13281,ORANGE FARM UIT 7B,1805,1841,ORANGE FARM
13282,ORANGE FARM EXT 8,1805,1841,ORANGE FARM
13283,ORANGE FARM UIT 8,1805,1841,ORANGE FARM
13284,ORANGE FARM EXT 8A,1805,1841,ORANGE FARM
13285,ORANGE FARM UIT 8A,1805,1841,ORANGE FARM
13286,ORANGE FARM EXT 8B,1805,1841,ORANGE FARM
13287,ORANGE FARM UIT 8B,1805,1841,ORANGE FARM
13288,ORANGE FARM EXT 9,1805,1841,ORANGE FARM
13289,ORANGE FARM UIT 9,1805,1841,ORANGE FARM
13290,ORANGE GROVE,2119,2192,JOHANNESBURG
13291,ORANGE GROVE,,5201,EAST LONDON
13292,ORANGE GROVE,,9463,MOTSETHABONG
13293,ORANGE RIVER,8751,,HOPETOWN
13294,ORANJERIVIER,8751,,HOPETOWN
13295,ORANIA,8752,,ORANIA
13296,ORANJEHOF,,1559,SPRINGS
13297,ORANJEKRUIN,8807,,UPINGTON
13298,ORANJESIG,,9301,BLOEMFONTEIN
13299,ORANJESIG,,8290,ALEXANDER BAY
13300,ORANJEVILLE,1995,1995,
13301,ORANJEZICHT,,8001,CAPE TOWN
13302,ORCHARD,6870,,WORCESTER
13303,ORCHARD VILLAGE,,7945,RETREAT
13304,ORCHARDS,,2192,JOHANNESBURG
13305,ORCHARDS EXT 11,,2192,JOHANNESBURG
13306,ORCHARDS UIT 11,,2192,JOHANNESBURG
13307,ORCHARDS EXT 13,,2192,JOHANNESBURG
13308,ORCHARDS UIT 13,,2192,JOHANNESBURG
13309,ORCHARDS EXT 16,,2192,JOHANNESBURG
13310,ORCHARDS UIT 16,,2192,JOHANNESBURG
13311,ORIBI,3205,3201,PIETERMARITZBURG
13312,ORIEL,,2007,JOHANNESBURG
13313,ORIENT HEIGHTS,,3201,PIETERMARITZBURG
13314,ORIENT HILLS,,4133,ISIPINGO
13315,ORIENT PARK,4153,4133,ISIPINGO
13316,ORIENTAL PLAZA,,2092,JOHANNESBURG
13317,ORKNEY,2620,2619,ORKNEY
13318,ORKNEY EXT 1,,2619,ORKNEY
13319,ORKNEY UIT 1,,2619,ORKNEY
13320,ORKNEY EXT 4,,2619,ORKNEY
13321,ORKNEY UIT 4,,2619,ORKNEY
13322,ORKNEY PARK,,2619,ORKNEY
13323,ORLANDO,3680,,CATO RIDGE
13324,ORLANDO,1803,1804,SOWETO
13325,ORLANDO EAST,1806,1804,ORLANDO
13326,ORLANDO-OOS,1806,1804,ORLANDO
13327,ORLANDO EAST EXT 1,,1804,ORLANDO
13328,ORLANDO-OOS UIT 1,,1804,ORLANDO
13329,ORLANDO EAST EXT 2,,1804,ORLANDO
13330,ORLANDO-OOS UIT 2,,1804,ORLANDO
13331,ORLANDO EAST EXT 3,,1804,ORLANDO
13332,ORLANDO-OOS UIT 3,,1804,ORLANDO
13333,ORLANDO EAST EXT 4,,1804,ORLANDO
13334,ORLANDO-OOS UIT 4,,1804,ORLANDO
13335,ORLANDO WEST,,1804,ORLANDO
13336,ORLANDO-WES,,1804,ORLANDO
13337,ORLANDO WEST EXT,,1804,ORLANDO
13338,ORLANDO-WES UIT,,1804,ORLANDO
13339,ORLANDO WEST EXT 1,,1804,ORLANDO
13340,ORLANDO-WES UIT 1,,1804,ORLANDO
13341,ORLANDO WEST EXT 2,,1804,ORLANDO
13342,ORLANDO-WES UIT 2,,1804,ORLANDO
13343,ORLANDO WEST EXT 3,,1804,ORLANDO
13344,ORLANDO-WES UIT 3,,1804,ORLANDO
13345,ORLANDO WEST EXT 4,,1804,ORLANDO
13346,ORLANDO-WES UIT 4,,1804,ORLANDO
13347,ORLANDO WEST GARDENS,,1804,ORLANDO
13348,ORLANDO-WES GARDENS,,1804,ORLANDO
13349,ORLANDO WOMENS HOSTEL,,1804,ORLANDO
13350,ORMONDE,2003,2091,JOHANNESBURG
13351,ORMONDE EXT 1,,2091,JOHANNESBURG
13352,ORMONDE UIT 1,,2091,JOHANNESBURG
13353,ORMONDE EXT 15,,2091,JOHANNESBURG
13354,ORMONDE UIT 15,,2091,JOHANNESBURG
13355,ORMONDE EXT 16,,2091,JOHANNESBURG
13356,ORMONDE UIT 16,,2091,JOHANNESBURG
13357,ORMONDE EXT 18,,2091,JOHANNESBURG
13358,ORMONDE UIT 18,,2091,JOHANNESBURG
13359,ORMONDE EXT 20,,2091,JOHANNESBURG
13360,ORMONDE UIT 20,,2091,JOHANNESBURG
13361,ORMONDE EXT 21,,2091,JOHANNESBURG
13362,ORMONDE UIT 21,,2091,JOHANNESBURG
13363,ORMONDE EXT 22,,2091,JOHANNESBURG
13364,ORMONDE UIT 22,,2091,JOHANNESBURG
13365,ORMONDE EXT 23,,2091,JOHANNESBURG
13366,ORMONDE UIT 23,,2091,JOHANNESBURG
13367,ORMONDE EXT 26,,2091,JOHANNESBURG
13368,ORMONDE UIT 26,,2091,JOHANNESBURG
13369,ORMONDE EXT 28,,2091,JOHANNESBURG
13370,ORMONDE UIT 28,,2091,JOHANNESBURG
13371,ORMONDE EXT 3,,2091,JOHANNESBURG
13372,ORMONDE UIT 3,,2091,JOHANNESBURG
13373,ORMONDE EXT 5,,2091,JOHANNESBURG
13374,ORMONDE UIT 5,,2091,JOHANNESBURG
13375,ORMONDE EXT 6,,2091,JOHANNESBURG
13376,ORMONDE UIT 6,,2091,JOHANNESBURG
13377,ORMONDE EXT 7,,2091,JOHANNESBURG
13378,ORMONDE UIT 7,,2091,JOHANNESBURG
13379,ORMONDE SHOPPING COMPLEX,,2091,JOHANNESBURG
13380,ORMONDE VIEW,,2091,JOHANNESBURG
13381,ORNIHAVEN,2021,,JOHANNESBURG
13382,ORYX MINE,9484,,VIRGINIA
13383,ORYX MYN,9484,,VIRGINIA
13384,OSBORN MISSION,5097,,MOUNT FRERE
13385,OSHABENI,4246,,MEHLOMNYAMA
13386,OSHOEK,2356,,ERMELO
13387,OSHOEK BORDER POST,,2356,SECUNDA
13388,OSINDISWENI HOSPITAL,4340,4339,VERULAM
13389,OSIZWENI,2952,2952,NEWCASTLE
13390,OSIZWENI SECTION D,2952,2952,NEWCASTLE
13391,OSIZWENI SEKSIE D,2952,2952,NEWCASTLE
13392,OSIZWENI SECTION E,2952,2952,NEWCASTLE
13393,OSIZWENI SEKSIE E,2952,2952,NEWCASTLE
13394,OSIZWENI WARD 5,2952,2952,NEWCASTLE
13395,OSIZWENI WYK 5,2952,2952,NEWCASTLE
13396,OSIZWENI WARD 6,2952,2952,NEWCASTLE
13397,OSIZWENI WYK 6,2952,2952,NEWCASTLE
13398,OSIZWENI WARD 8,2952,2952,NEWCASTLE
13399,OSIZWENI WYK 8,2952,2952,NEWCASTLE
13400,OSIZWENI WARD 9,2952,,NEWCASTLE
13401,OSIZWENI WYK 9,2952,,NEWCASTLE
13402,OSKRAAL,204,,MEDUNSA
13403,OSLO BEACH,4240,4240,PORT SHEPSTONE
13404,OSUMMIT,,2194,JOHANNESBURG
13405,OSUTU,3950,,NONGOMA
13406,OTHAME,3010,,TUGELA FERRY
13407,OTHANDWENI,,1431,KATLEHONG
13408,OTHANDWENI EXT,,1426,TOKOZA
13409,OTHANDWENI UIT,,1426,TOKOZA
13410,OTHANDWENI EXT 1,,1426,TOKOZA
13411,OTHANDWENI UIT 1,,1426,TOKOZA
13412,OTTAWA,4345,4339,VERULAM
13413,OTTERY,7808,7800,CAPE TOWN
13414,OTTOSDAL,2610,2610,OTTOSDAL
13415,OTTOSHOOP,2866,,MAFIKENG
13416,OU DORP,,9499,KROONSTAD
13417,OU SPOORWEG GEBIED,,6255,KLIPPLAAT
13418,OU WOONBUURT,8930,,NIEKERKSHOOP
13419,OUBOSRAND,6303,,HUMANSDORP
13420,OUDE MOLEN VILLAGE,,7405,MAITLAND
13421,OUDE WESTEHOF,,7530,BELLVILLE
13422,OUDEKRAAL,,8005,CAPE TOWN
13423,OUDEKRAALFONTEIN,,7355,HOPEFIELD
13424,OUDEWERFPARK,,9585,PARYS
13425,OUDORP,,2571,KLERKSDORP
13426,OUDTSHOORN,6620,6625,OUDTSHOORN
13427,OUDTSHOORN NEW EXT,,6625,OUDTSHOORN
13428,OUDTSHOORN NUWE UIT,,6625,OUDTSHOORN
13429,OUKASIE,250,250,BRITS
13430,OUPLAAS,,6571,KNYSNA
13431,OUVOLK,2471,2471,VOLKSRUST
13432,OVERBAAKENS,6065,6070,-
13433,OVERHEX,6859,,WORCESTER
13434,OVERIJSSEL,606,,POTGIETERSRUS
13435,OVERKRUIN,1444,1441,HEIDELBERG
13436,OVERPORT,4067,4091,DURBAN
13437,OVISTON,,9798,VENTERSTAD
13438,OYSTER BAY,6301,6331,HUMANSDORP
13439,OESTERBAAI,6301,6331,HUMANSDORP
13440,OZWATINI,3242,,DALTON
13441,PAARDEKRAAL,1752,1739,KRUGERSDORP
13442,PAARDEKRAAL,308,299,RUSTENBURG
13443,PAARDEKRAAL EXT 1,,299,RUSTENBURG
13444,PAARDEKRAAL UIT 1,,299,RUSTENBURG
13445,PAARDEKRAAL EXT 3,,299,RUSTENBURG
13446,PAARDEKRAAL UIT 3,,299,RUSTENBURG
13447,PAARDEKRAAL EXT 5,299,,RUSTENBURG
13448,PAARDEKRAAL UIT 5,299,,RUSTENBURG
13449,PAARDEN ISLAND,7420,7405,CAPE TOWN
13450,PAARDENEILAND,7420,7405,CAPE TOWN
13451,PAARDEVLEI,,7130,SOMERSET WEST
13452,PAARL,7620,7646,PAARL
13453,PAARL EAST,7621,7646,PAARL
13454,PAARL-OOS,7621,7646,PAARL
13455,PAARLSHOOP,,2092,JOHANNESBURG
13456,PAARLZICHT,,7646,PAARL
13457,PABALLELO,8801,8801,UPINGTON
13458,PABALLONG,9470,,WELKOM
13459,PABALONG,9870,,WITSIESHOEK
13460,PACALTSDORP,6534,6529,GEORGE
13461,PACALTSDORP EXT 11,,6529,PACALTSDORP
13462,PACALTSDORP UIT 11,,6529,PACALTSDORP
13463,PACALTSDORP EXT 12,,6529,PACALTSDORP
13464,PACALTSDORP UIT 12,,6529,PACALTSDORP
13465,PACALTSDORP EXT 13,,6529,PACALTSDORP
13466,PACALTSDORP UIT 13,,6529,PACALTSDORP
13467,PADDAVLEI,,6970,BEAUFORT WEST
13468,PADDOCK,4244,,-
13469,PADFIELD PARK,,3610,PINETOWN
13470,PADKAMP,,6220,
13471,PAGEVIEW,,2092,JOHANNESBURG
13472,PAKANENG,1076,,WITBANK
13473,PALEDI,892,,TZANEEN
13474,PALEISHEUWEL,8115,,PIKETBERG
13475,PALIME,,1431,KATLEHONG
13476,PALM BEACH,4184,,PENNINGTON
13477,PALM BEACH,4275,,MARGATE
13478,PALM COURT,1715,,FLORIDA
13479,PALM PARK,,7460,GOODWOOD
13480,PALM RIDGE,1488,1458,ALBERTON
13481,PALM RIDGE,,6059,PORT ELIZABETH
13482,PALM RIDGE EXT 1,,1458,ALBERTON
13483,PALM RIDGE UIT 1,,1458,ALBERTON
13484,PALM RIDGE EXT 2,,1458,ALBERTON
13485,PALM RIDGE UIT 2,,1458,ALBERTON
13486,PALM RIDGE EXT 6,1458,1458,ALBERTON
13487,PALM RIDGE UIT 6,1458,1458,ALBERTON
13488,PALM RIDGE EXT 7,1488,1458,ALBERTON
13489,PALM RIDGE UIT 7,1488,1458,ALBERTON
13490,PALM RIDGE EXT 8,,1458,ALBERTON
13491,PALM RIDGE UIT 8,,1458,ALBERTON
13492,PALM ROAD,4240,,PORT SHEPSTONE
13493,PALM SPRINGS,1914,1984,SEBOKENG
13494,PALM SPRINGS SECTION 1,1914,1984,SEBOKENG
13495,PALM SPRINGS SEKSIE 1,1914,1984,SEBOKENG
13496,PALM SPRINGS SECTION F,1914,1984,SEBOKENG
13497,PALM SPRINGS SEKSIE F,1914,1984,SEBOKENG
13498,PALM SPRINGS SECTION H,1914,1984,SEBOKENG
13499,PALM SPRINGS SEKSIE H,1914,1984,SEBOKENG
13500,PALM STREET,,1929,THREE RIVERS
13501,PALMERTON,4821,,FLAGSTAFF
13502,PALMIET,,7195,KLEINMOND
13503,PALMIETFONTEIN,9767,,PALMIETFONTEIN
13504,PALMIETVLEI,,7646,PAARL
13505,PALMLANDS,2021,,JOHANNESBURG
13506,PALMRIDGE,,1401,GERMISTON
13507,PALMRIDGE,1488,1458,ALBERTON
13508,PALMS,2302,,SECUNDA
13509,PALMVIEW,,4068,PHOENIX
13510,PAMBILI,9762,,STERKSPRUIT
13511,PAMPIERSTAD,8566,8566,PAMPIERSTAD
13512,PANFONTEIN,,1929,VEREENIGING
13513,PANKOP,414,432,HAMMANSKRAAL
13514,PANMURE,,5201,EAST LONDON
13515,PANORAMA,2040,,JOHANNESBURG
13516,PANORAMA,,1929,VEREENIGING
13517,PANORAMA,7506,7500,PAROW
13518,PANORAMA,,9701,BETHLEHEM
13519,PANORAMA,,6850,WORCESTER
13520,PANORAMA,,6705,ROBERTSON
13521,PANORAMA,,6300,HUMANSDORP
13522,PANORAMA,,9499,KROONSTAD
13523,PANORAMA,,9430,VIRGINIA
13524,PANORAMA,,3880,EMPANGENI
13525,PANORAMA,3207,3201,PIETERMARITZBURG
13526,PANORAMA,,6670,RIVERSDALE
13527,PANORAMA EAST,9701,,BETHLEHEM
13528,PANORAMA-OOS,9701,,BETHLEHEM
13529,PANORAMA EST,1718,,KRUGERSDORP
13530,PANORAMA LGD,1718,,KRUGERSDORP
13531,PANORAMA GARDENS,3200,3201,PIETERMARITZBURG
13532,PANORAMA PARK,4145,4126,WINKLESPRUIT
13533,PANSIG,9465,9459,WELKOM
13534,PAPKUILSFONTEIN,,3310,ESTCOURT
13535,PAPPEGAAIBERG INDUSTRIAL PARK,,7600,STELLENBOSCH
13536,PARADISE,2940,,NEWCASTLE
13537,PARADISE,,6571,KNYSNA
13538,PARADISE BEACH,6300,,HUMANSDORP
13539,PARADYSSTRAND,6300,,HUMANSDORP
13540,PARADISE PARK,,1475,RUSLOO
13541,PARADISE PARK EXT,,1475,RUSLOO
13542,PARADISE PARK UIT,,1475,RUSLOO
13543,PARADISE PARK EXT 13,,1475,RUSLOO
13544,PARADISE PARK UIT 13,,1475,RUSLOO
13545,PARADISE VALLEY,,3610,PINETOWN
13546,PARADYSKLOOF,,7600,STELLENBOSCH
13547,PARAMOUNT ESTATE,,81,PRETORIA
13548,PARAMOUNT LANDGOED,,81,PRETORIA
13549,PAREL VALLEY,,7130,SOMERSET WEST
13550,PARELVALLEI,,7130,SOMERSET WEST
13551,PARI PARK,,6070,PORT ELIZABETH
13552,PARK 2000,,7560,BRACKENFELL
13553,PARK CENTRAL,,2001,JOHANNESBURG
13554,PARK DRIVE,,6001,PORT ELIZABETH
13555,PARK EST,,7700,RONDEBOSCH
13556,PARK LGD,,7700,RONDEBOSCH
13557,PARK ISLAND,,7945,MUIZENBERG
13558,PARK MEADOW SHOPPING COMPLEX,,2007,BEDFORDVIEW
13559,PARK RIDGE,,6020,GELVANDALE
13560,PARK RYNIE,4182,,SCOTTBURGH
13561,PARK SOUTH,1910,1911,VANDERBIJLPARK
13562,PARK-SUID,1910,1911,VANDERBIJLPARK
13563,PARK TOWN,,1984,MAFATSANA
13564,PARK VILLAGE,,7100,
13565,PARK WEST,9305,9301,BLOEMFONTEIN
13566,PARK-WES,9305,9301,BLOEMFONTEIN
13567,PARKDENE,,6529,GEORGE
13568,PARKDENE,,1459,BOKSBURG
13569,PARKDENE EXT 2,,1459,BOKSBURG
13570,PARKDENE UIT 2,,1459,BOKSBURG
13571,PARKDRIVE,7441,,MILNERTON
13572,PARKER'S DAM,6861,6850,WORCESTER
13573,PARKERS DAM,6861,6850,WORCESTER
13574,PARKGATE,4345,4339,VERULAM
13575,PARKGATE,,7441,TABLE VIEW
13576,PARKHAVEN,,1459,BOKSBURG
13577,PARKHAVEN EXT 3,,1459,BOKSBURG
13578,PARKHAVEN UIT 3,,1459,BOKSBURG
13579,PARKHILL,,4051,DURBAN NORTH
13580,PARKHILL GARDENS,,1401,GERMISTON
13581,PARKHURST,2120,2193,JOHANNESBURG
13582,PARKLANDS,,7441,MILNERTON
13583,PARKLANDS,2121,2196,JOHANNESBURG
13584,PARKLANDS NORTH,,7441,TABLE VIEW
13585,PARKLANDS-NOORD,,7441,TABLE VIEW
13586,PARKMORE,,2196,JOHANNESBURG
13587,PARKMORE EXT 1,,2196,JOHANNESBURG
13588,PARKMORE UIT 1,,2196,JOHANNESBURG
13589,PARKRAND,,1459,BOKSBURG
13590,PARKRAND EXT 1,,1459,BOKSBURG
13591,PARKRAND UIT 1,,1459,BOKSBURG
13592,PARKRAND EXT 2,,1459,BOKSBURG
13593,PARKRAND UIT 2,,1459,BOKSBURG
13594,PARKRAND EXT 4,1460,1459,BOKSBURG
13595,PARKRAND UIT 4,1460,1459,BOKSBURG
13596,PARKRIDGE,,5209,EAST LONDON
13597,PARKSIDE,,6020,PORT ELIZABETH
13598,PARKSIDE,,5209,EAST LONDON
13599,PARKSIDE,,4093,QUEENSBURGH
13600,PARKSIDE,4449,4449,STANGER
13601,PARKSIDE,,6655,LADISMITH
13602,PARKTOWN,,2193,JOHANNESBURG
13603,PARKTOWN,,84,PRETORIA
13604,PARKTOWN,,7764,ATHLONE
13605,PARKTOWN ESTATES,,84,MOOT
13606,PARKTOWN LANDGOED,,84,MOOT
13607,PARKTOWN EXT,,2193,JOHANNESBURG
13608,PARKTOWN UIT,,2193,JOHANNESBURG
13609,PARKTOWN NORTH,,2193,JOHANNESBURG
13610,PARKTOWN-NOORD,,2193,JOHANNESBURG
13611,PARKTOWN WEST,,2193,JOHANNESBURG
13612,PARKTOWN-WES,,2193,JOHANNESBURG
13613,PARKVALE,,5319,QUEENSTOWN
13614,PARKVIEW,2122,2193,PARKVIEW
13615,PARKVIEW,,7785,MITCHELLS PLAIN
13616,PARKVIEW,,3100,
13617,PARKVIEW VILLAGE,,7550,DURBANVILLE
13618,PARKVILLE,,3100,VRYHEID
13619,PARKWOOD,,2193,JOHANNESBURG
13620,PARKWOOD EST,,7941,GRASSY PARK
13621,PARKWOOD LGD,,7941,GRASSY PARK
13622,PARLIAMENT,8007,,CAPE TOWN
13623,PARLOCK,,4037,MARBLE RAY
13624,PAROW,7499,7500,CAPE TOWN
13625,PAROW EAST,7501,7500,PAROW
13626,PAROW-OOS,7501,7500,PAROW
13627,PAROW INDUSTRIA,,7493,RAVENSMEAD
13628,PAROW NORTH,,7500,PAROW
13629,PAROW-NOORD,,7500,PAROW
13630,PAROW VALLEY,7503,7500,PAROW
13631,PAROWVALLEI,7503,7500,PAROW
13632,PAROW WEST,,7500,PAROW
13633,PAROW-WES,,7500,PAROW
13634,PARSON'S VLEI,,6025,PORT ELIZABETH
13635,PARSONS HILL,,6001,PORT ELIZABETH
13636,PARSONSHEUWEL,,6001,PORT ELIZABETH
13637,PARYS,9585,9585,PARYS
13638,PASADENA HEIGHTS,,7798,STRANDFONTEIN
13639,PASADENAHOOGTE,,7798,STRANDFONTEIN
13640,PASEDENA,,7798,STRANDFONTEIN
13641,PATA,3200,,PIETERMARITZBURG
13642,PATAMEDI,1393,,PHALABORWA
13643,PATANKALA,5080,,MQANDULI
13644,PATENSIE,6335,6335,PATENSIE
13645,PATERNOSTER,7381,,VREDENBURG
13646,PATERSON,6130,6130,PATERSON
13647,PAUL KRUGER RESORT,,1559,SPRINGS
13648,PAUL KRUGEROORD,,1559,SPRINGS
13649,PAUL KRUGER RESORT EXT 1,,1559,SPRINGS
13650,PAUL KRUGEROORD UIT 1,,1559,SPRINGS
13651,PAUL PIETERSBURG,3180,3180,
13652,PAUL ROUX,9800,9800,PAUL ROUX
13653,PAULPIETERSBURG,3180,3180,
13654,PAULSHOEK,8221,,GARIES
13655,PAULSHOF,2056,2191,BRYANSTON
13656,PAULSHOF EXT 2,,2191,PAULSHOF
13657,PAULSHOF UIT 2,,2191,PAULSHOF
13658,PAULSHOF EXT 24,2056,2191,PAULSHOF
13659,PAULSHOF UIT 24,2056,2191,PAULSHOF
13660,PAULSHOF EXT 3,2056,2191,PAULSHOF
13661,PAULSHOF UIT 3,2056,2191,PAULSHOF
13662,PAULSHOF EXT 31,2056,2191,PAULSHOF
13663,PAULSHOF UIT 31,2056,2191,PAULSHOF
13664,PAULSHOF EXT 32,2056,2191,PAULSHOF
13665,PAULSHOF UIT 32,2056,2191,PAULSHOF
13666,PAULSHOF EXT 38,2056,2191,PAULSHOF
13667,PAULSHOF UIT 38,2056,2191,PAULSHOF
13668,PAULSHOF EXT 69,2056,2191,BRYANSTON
13669,PAULSHOF UIT 69,2056,2191,BRYANSTON
13670,PAULSHOF EXT 72,,2191,PAULSHOF UIT 72
13671,PAULSHOF EXT 79,2056,2191,BRYANSTON
13672,PAULSHOF UIT 79,2056,2191,BRYANSTON
13673,PAULSHOF EXT 81,2056,2191,BRYANSTON
13674,PAULSHOF UIT 81,2056,2191,BRYANSTON
13675,PAULSHOF EXT 9,2056,2191,PAULSHOF
13676,PAULSHOF UIT 9,2056,2191,PAULSHOF
13677,PAULUSWEG,814,,POLOKWANE
13678,PAVILION,3611,,DURBAN
13679,PAYIPINI,3200,,PIETERMARITZBURG
13680,PAYIPINI (2),3204,,EDENDALE
13681,PAYNE TSP,5100,,MTHATHA
13682,PAYNE DGD,5100,,MTHATHA
13683,PAYNEVILLE,1565,1565,SPRINGS
13684,PEACE HAVEN,,1759,RANDFONTEIN
13685,PEACE HEIGHTS,,1983,SEBOKENG
13686,PEACE VILLAGE,4950,,KOMGA
13687,PEACEHAVEN,1934,1939,VEREENIGING
13688,PEACEHAVEN,,3201,PIETERMARITZBURG
13689,PEACEVALE,3624,,HILLCREST
13690,PEACEVALE EXT 24,,3000,DUNDEE
13691,PEACEVALE UIT 24,,3000,DUNDEE
13692,PEACH HOUSE,,7200,HERMANUS
13693,PEARL RISE,,7130,SOMERSET WEST
13694,PEARL VALLEY,,7646,PAARL
13695,PEARLSVLEI,,1759,RANDFONTEIN
13696,PEARLY BEACH,7221,7220,GANS BAY
13697,PEARSTON,5860,5860,PEARSTON
13698,PEDDIE,5640,5640,PEDDIE
13699,PEELTON,5605,,BHISHO
13700,PEERLESS PARK,,7570,KRAAIFONTEIN
13701,PEERLESS PARK EAST,,7570,KRAAIFONTEIN
13702,PEERLESS PARK-OOS,,7570,KRAAIFONTEIN
13703,PEERLESS PARK NORTH,,7570,KRAAIFONTEIN
13704,PEERLESS PARK-NOORD,,7570,KRAAIFONTEIN
13705,PEERLESS PARK WEST,,7570,KRAAIFONTEIN
13706,PEERLESS PARK-WES,,7570,KRAAIFONTEIN
13707,PEERS HILL EST,,7975,FISH HOEK
13708,PEERS HILL LGD,,7975,FISH HOEK
13709,PEFFERVILLE,5220,5209,EAST LONDON
13710,PEKALMY EST,,7945,BERGVLIET
13711,PEKALMY LGD,,7945,BERGVLIET
13712,PELANDABA,9992,9992,BETHULIE
13713,PELGRIMSRUS,1290,,SABIE
13714,PELHAM,,3201,PIETERMARITZBURG
13715,PELHAM NORTH,,3201,PIETERMARITZBURG
13716,PELHAM-NOORD,,3201,PIETERMARITZBURG
13717,PELICAN BAY,,7798,STRANDFONTEIN
13718,PELICAN HEIGHTS,,7941,GRASSY PARK
13719,PELICAN PARK,,7941,GRASSY PARK
13720,PELICAN ROAD,4240,4240,PORT SHEPSTONE
13721,PELLA,8891,8891,-
13722,PELLA SENDING STASIE,7348,,-
13723,PELLISSIER,9322,9301,BLOEMFONTEIN
13724,PELLSRUS,,6330,JEFFREYS BAY
13725,PEMMO PARK,,699,POLOKWANE
13726,PENCARROW PARK,4019,,DURBAN NORTH
13727,PENFORD,,6229,UITENHAGE
13728,PENGE,1160,,BURGERSFORT
13729,PENHILL,,7100,EERSTE RIVER
13730,PENINAPARK,,699,POLOKWANE
13731,PENLYN EST,,7780,LANSDOWNE
13732,PENLYN LGD,,7780,LANSDOWNE
13733,PENNINGTON,4184,4184,SCOTTBURGH
13734,PENNY LANE,,7560,BRACKENFELL
13735,PENNYVILLE,1803,1804,JOHANNESBURG
13736,PENTAGONPARK,,9301,BLOEMFONTEIN
13737,PENTRICH,,3201,PIETERMARITZBURG
13738,PENVAAN,3106,,VRYHEID
13739,PENZANCE EST,,7806,HOUT BAY
13740,PENZANCE LGD,,7806,HOUT BAY
13741,PEOTS CORNER,,4094,ROSSBURGH
13742,PERCELIA EST,,2192,JOHANNESBURG
13743,PERCELIA LGD,,2192,JOHANNESBURG
13744,PERDEBERG,8335,,KIMBERLEY
13745,PERDEKOP,2465,2465,VOLKSRUST
13746,PERM GARDENS,,7100,EERSTE RIVER
13747,PERREIRA,,7580,KUILS RIVER
13748,PERRIDGEVALE,,6001,PORT ELIZABETH
13749,PERSEQUOR PARK,20,,PRETORIA
13750,PERSEVERANCE,6220,,PORT ELIZABETH
13751,PERSIDA,,1559,SPRINGS
13752,PESCODIA,8309,8309,KIMBERLEY
13753,PETER MOKABA,,1475,RUSLOO
13754,PETER MOKABA,,9323,GA-SEHUNELO
13755,PETER SWART,9323,9323,BLOEMFONTEIN
13756,PETERSFIELD,1566,1559,SPRINGS
13757,PETERSFIELD EXT,,1559,SPRINGS
13758,PETERSFIELD UIT,,1559,SPRINGS
13759,PETERSFIELD EXT 1,,1559,SPRINGS
13760,PETERSFIELD UIT 1,,1559,SPRINGS
13761,PETERSFIELD EXT 2,,1559,SPRINGS
13762,PETERSFIELD UIT 2,,1559,SPRINGS
13763,PETERSFIELD EXT 4,,1559,SPRINGS
13764,PETERSFIELD UIT 4,,1559,SPRINGS
13765,PETERVALE,2151,2191,JOHANNESBURG
13766,PETERVALE EXT 4,2151,,JOHANNESBURG
13767,PETERVALE UIT 4,2151,,JOHANNESBURG
13768,PETIT,1512,1501,BENONI
13769,PETIT AG HS,1512,1501,BENONI
13770,PETRUS STEYN,9640,9640,PETRUS STEYN
13771,PETRUSBURG,9932,9932,PETRUSBURG
13772,PETRUSVILLE,8770,8770,PETRUSVILLE
13773,PETSANA,9810,9810,REITZ
